中央电视,#genre#
湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
黑龙江视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws

北京卫视,http://go.bkpcp.top/mg/bjws
东方卫视,http://go.bkpcp.top/mg/dfws
浙江卫视,http://go.bkpcp.top/mg/zjws
江苏卫视,http://go.bkpcp.top/mg/jsws
湖南卫视,http://go.bkpcp.top/mg/hunws
广东卫视,http://go.bkpcp.top/mg/gdws
深圳卫视k,http://go.bkpcp.top/mg/szws
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
江西卫视,http://go.bkpcp.top/mg/jxws
湖北卫视,http://go.bkpcp.top/mg/hubws
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws
兵团卫视,http://go.bkpcp.top/mg/btws
黑龙江视,http://go.bkpcp.top/mg/hljws
北京卫视,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视,http://t.061899.xyz/tl/tl.php?id=dfws
浙江卫视,http://t.061899.xyz/tl/tl.php?id=zjws
江苏卫视,http://t.061899.xyz/tl/tl.php?id=jsws
湖南卫视,http://t.061899.xyz/tl/tl.php?id=hunws
广东卫视,http://t.061899.xyz/tl/tl.php?id=gdws
山东卫视,http://t.061899.xyz/tl/tl.php?id=sdws
山西卫视,http://t.061899.xyz/tl/tl.php?id=sxiws
辽宁卫视,http://t.061899.xyz/tl/tl.php?id=lnws
河北卫视,http://t.061899.xyz/tl/tl.php?id=hbws
河南卫视,http://t.061899.xyz/tl/tl.php?id=hnws
江西卫视,http://t.061899.xyz/tl/tl.php?id=jxws
四川卫视,http://t.061899.xyz/tl/tl.php?id=scws
重庆卫视,http://t.061899.xyz/tl/tl.php?id=cqws
贵州卫视,http://t.061899.xyz/tl/tl.php?id=gzws
湖北卫视,http://t.061899.xyz/tl/tl.php?id=hubws
广西卫视,http://t.061899.xyz/tl/tl.php?id=gxws
东南卫视,http://t.061899.xyz/tl/tl.php?id=dnws
海南卫视,http://t.061899.xyz/tl/tl.php?id=hinws
青海卫视,http://t.061899.xyz/tl/tl.php?id=qhws
宁夏卫视,http://t.061899.xyz/tl/tl.php?id=nxws
陕西卫视,http://t.061899.xyz/tl/tl.php?id=sxws
甘肃卫视,http://t.061899.xyz/tl/tl.php?id=gsws
新疆卫视,http://t.061899.xyz/tl/tl.php?id=xjws
吉林卫视,http://t.061899.xyz/tl/tl.php?id=jlws
西藏卫视,http://t.061899.xyz/tl/tl.php?id=xzws
内蒙古视,http://t.061899.xyz/tl/tl.php?id=nmgws
黑龙江视,http://t.061899.xyz/tl/tl.php?id=hljws

港台频道,#genre#
凤凰中文,https://cdn6.101.qzz.io/163189/fhzw
凤凰资讯,https://cdn6.101.qzz.io/163189/fhzx
凤凰香港,https://cdn6.101.qzz.io/163189/fhhk
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰中文,http://api.mg.itv888.cn:8080/hls/2f80047f91e/index.m3u8
凤凰资讯,http://api.mg.itv888.cn:8080/hls/11ef1dc70d8/index.m3u8
凤凰香港,http://api.mg.itv888.cn:8080/hls/e9660dce9a6/index.m3u8
凤凰中文,http://iptv.4666888.xyz/iptv2A.php?id=凤凰中文
凤凰资讯,http://iptv.4666888.xyz/iptv2A.php?id=凤凰资讯
凤凰香港,http://iptv.4666888.xyz/iptv2A.php?id=凤凰香港
中天新闻,http://iptv.4666888.xyz/iptv2A.php?id=中天新闻
中天新闻,http://tlive24.uk/livehttpplay?channel_id=20163
中天新闻,https://smt.858.qzz.io/Smart.php?id=ctinews
东森新闻,https://smt.858.qzz.io/Smart.php?id=ettvnews
寰宇新闻,https://smt.858.qzz.io/Smart.php?id=huanyuxinwen_twn
tvbs新闻,https://smt.858.qzz.io/Smart.php?id=tvbs_n
年代新闻,https://smt.858.qzz.io/Smart.php?id=niandainews_twn
民视新闻,https://smt.858.qzz.io/Smart.php?id=ftvnew_taiwan
中视新闻,https://smt.858.qzz.io/Smart.php?id=zhongshinews_twn
台视新闻,https://smt.858.qzz.io/Smart.php?id=ttvnews_twn
东森新闻,http://211.72.174.95:8138/0.ts
民视新闻,http://123.51.136.80:8310/0.ts
中视新闻,http://123.51.136.80:8302/0.ts
华视新闻,http://123.51.136.80:8319/0.ts
台视新闻,http://123.51.136.80:8314/0.ts

体育频道,#genre#
八段锦,https://vd2.bdstatic.com/mda-qdhpe2b03dwh8czp/720p_frame30/h264_cae_acd/1713471112274818510/mda-qdhpe2b03dwh8czp.mp4
天元围棋,http://101.25.228.237:8001/rtp/239.253.93.211:6389
天元围棋,http://119.1.246.97:1024/rtp/238.255.2.7:5999
天元围棋,http://jf.aisio.cn:8266/rtp/239.253.93.211:6389
天元围棋,https://cc06.tv12.xyz/47.m3u8
天元围棋,http://ygbh.site/php/bfgd.php?id=633
天元围棋,http://120.76.248.139/live/bfgd/4200000633.m3u8
奥林匹克,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226120/1.m3u8
奥林匹克,https://zby.130519.xyz/PLTV/11/224/3221226120/index.m3u8
奥林匹克,http://api.kkitv.itv888.cn:8080/hls/qazacsm0hgl/index.m3u8
奥林匹克,http://go.bkpcp.top/mg/cctv16
奥林匹克,http://t.061899.xyz/tl/tl.php?id=cctv16
风云足球,http://jf.aisio.cn:8266/rtp/239.253.92.110:8061
风云足球,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.81:10126
高尔网球,ttp://jf.aisio.cn:8266/rtp/239.253.92.117:8062
高尔网球,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.83:10138
央视台球,http://jf.aisio.cn:8266/rtp/239.253.93.231:6409
央视台球,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.98:10224
先锋乒羽,http://171.38.107.34:8181/tsfile/live/1034_1.m3u8?key=txiptv&playlive=0&authid=0
先锋乒羽,http://jf.aisio.cn:8266/rtp/239.253.93.219:6397
先锋乒羽,http://111.8.242.103:9999/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
羽毛球区,http://jf.aisio.cn:8266/rtp/239.253.93.202:6380
劲爆体育,http://111.8.242.103:9999/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
五星体育,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225732/1.m3u8
睛彩青少,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011525&/PLTV/&$8M1FHD
睛彩竞技,https://zby.130519.xyz/PLTV/11/224/3221226116/index.m3u8
睛彩蓝球,https://zby.130519.xyz/PLTV/11/224/3221226118/index.m3u8
快乐垂钓,http://jf.aisio.cn:8266/rtp/239.253.93.213:6391
快乐垂钓,http://111.8.242.103:9999/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
快乐垂钓,http://www.lizhinas.top:1009/rtp/239.252.220.177:5140
四海钓鱼,http://jf.aisio.cn:8266/rtp/239.253.93.243:6421
四海钓鱼,http://120.76.248.139/live/bfgd/4200000229.m3u8
来钓鱼吧,http://nas.xlnas.com:4022/udp/239.93.42.8:5140
书岳钓鱼,https://stream1.freetv.fun/224fc1d9a4f4bed822ebfae475b83b7d6cb8400de65ce562a8e6d5e1b00fc078.ctv
游钓中国,https://stream1.freetv.fun/daab8e887b744c9f8bb3da0c16eb809cfb79379d84556cf5487df67d531ed868.ctv

特色频道,#genre#
乐游纪实,https://zby.130519.xyz/PLTV/11/224/3221226157/index.m3u8
乐游纪实,https://zby.130519.xyz/PLTV/11/224/3221226115/index.m3u8
生活时尚,https://zby.130519.xyz/PLTV/11/224/3221225768/index.m3u8
生活时尚,http://a.708d.com:10010/udp/239.45.3.132:5140
生活时尚,http://111.8.242.103:9999/tsfile/live/1092_1.m3u8?key=txiptv&playlive=1&authid=0
茶频道,http://111.8.242.103:9999/tsfile/live/1074_1.m3u8?key=txiptv&playlive=1&authid=0
茶频道,http://ygbh.site/php/bfgd.php?id=181
风味人间,https://stream1.freetv.fun/b2b678bcff1ff70dee821eb979c0dab461487715fd1e43ddb358afbc63f6898e.ctv
广味美食1,https://stream1.freetv.fun/5b471af6181283b6d4fdf53bd00e34abc3cd4b925a1520c2265723f2aca266df.ctv
广味美食2,https://stream1.freetv.fun/788601abd15d1aed4b434763c32c67a61970bfdf4b623871e42607b062f58937.ctv,
金色学堂,https://zby.130519.xyz/PLTV/11/224/3221225748/index.m3u8
世界历史,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1026_720P_t10/c60_fast_1026_720P_t10.m3u8?d
爆笑综艺,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_954_720P_t10/c57_fast_954_720P_t10.m3u8?d
经典传奇,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1036_720P_t10/c60_fast_1036_720P_t10.m3u8?d
墨宝,http://www.lizhinas.top:1009/rtp/239.252.219.168:5140#http://home.kaijuns.cn:4000/rtp/239.121.4.86:8490
地理,http://www.lizhinas.top:1009/rtp/239.252.220.207:5140#http://home.kaijuns.cn:4000/rtp/239.121.4.82:8466
环球旅游,http://120.76.248.139/live/bfgd/4200000147.m3u8
环球旅游,http://jf.aisio.cn:8266/rtp/239.253.94.30:6629
国学,http://jf.aisio.cn:8266/rtp/239.253.92.158:8071
国学,http://www.lizhinas.top:1009/rtp/239.252.220.157:5140
书画,http://jf.aisio.cn:8266/rtp/239.253.93.214:6392
书画,http://111.8.242.103:9999/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
世界地理,http://jf.aisio.cn:8266/rtp/239.253.92.113:8066
世界地理,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.91:10186
文物宝库,http://jf.aisio.cn:8266/rtp/239.253.92.159:8070
文物宝库,http://www.lizhinas.top:1009/rtp/239.252.220.158:5140
央视精品,http://jf.aisio.cn:8266/rtp/239.253.92.25:6104
央视精品,http://www.lizhinas.top:1009/rtp/239.252.219.81:5140
人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
自然传奇,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/81a1ad3a661748bfb8560c92d38204ca/1200.m3u8

影视频道,#genre#
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
影迷电影,http://202.168.168.50:5000/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0
影迷电影,http://113.195.172.192:808/hls/110/index.m3u8
影迷电影,http://sh.lnott.top:880/dx101.m3u8
家庭影院,http://202.168.168.50:5000/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0
家庭影院,http://113.195.172.192:808/hls/111/index.m3u8
家庭影院,http://sh.lnott.top:880/dx93.m3u8
动作电影,http://202.168.168.50:5000/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&authid=0
动作电影,http://113.195.172.192:808/hls/112/index.m3u8
动作电影,http://sh.lnott.top:880/dx100.m3u8
好片速递,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c55_fast_1143_1080P_t10/c55_fast_1143_1080P_t10.m3u8?d
电影大片,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c57_fast_738_1080P_t10/c57_fast_738_1080P_t10.m3u8?d
古装妖魔,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_947_1080P_t10/c58_fast_947_1080P_t10.m3u8?d
军旅剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_700_1080P_t10/c54_fast_700_1080P_t10.m3u8?d
抗战剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_884_1080P_t10/c54_fast_884_1080P_t10.m3u8?d
谍战剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c57_fast_882_1080P_t10/c57_fast_882_1080P_t10.m3u8?d
红色剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c60_fast_1049_1080P_t10/c60_fast_1049_1080P_t10.m3u8?d
家庭剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_999_1080P_t10/c59_fast_999_1080P_t10.m3u8?d
搞笑剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_953_1080P_t10/c58_fast_953_1080P_t10.m3u8?d
传奇剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_1052_1080P_t10/c54_fast_1052_1080P_t10.m3u8?d
青春剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_986_1080P_t10/c58_fast_986_1080P_t10.m3u8?d
欢乐剧场,http://lvbdcdncmn.inter.ptqy.gitv.tv/tslive/c56_fast_951_1080P_t10/c56_fast_951_1080P_t10.m3u8?d
青春剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_986_1080P_t10/c58_fast_986_1080P_t10.m3u8?d
甜宠剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_877_1080P_t10/c54_fast_877_1080P_t10.m3u8?d
大家剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_975_1080P_t10/c58_fast_975_1080P_t10.m3u8?d
警匪悬疑,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_880_1080P_t10/c58_fast_880_1080P_t10.m3u8?d
古装大剧,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c55_fast_879_1080P_t10/c55_fast_879_1080P_t10.m3u8?d
爱情生活,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_967_1080P_t10/c59_fast_967_1080P_t10.m3u8?d
﻿家庭剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_877_720P_t10/c54_fast_877_720P_t10.m3u8?d
电影大片,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_738_720P_t10/c57_fast_738_720P_t10.m3u8?d
抗战剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_884_720P_t10/c54_fast_884_720P_t10.m3u8?d
谍战剧场2,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_882_720P_t10/c57_fast_882_720P_t10.m3u8?d
古装剧场2,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c55_fast_879_720P_t10/c55_fast_879_720P_t10.m3u8?d
经典老剧,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c55_fast_1051_720P_t10/c55_fast_1051_720P_t10.m3u8?d
欢乐剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c56_fast_951_720P_t10/c56_fast_951_720P_t10.m3u8?d
警匪悬疑,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c58_fast_880_720P_t10/c58_fast_880_720P_t10.m3u8?d
怀旧年代,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_883_720P_t10/c57_fast_883_720P_t10.m3u8?d
乡村剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c59_fast_1050_720P_t10/c59_fast_1050_720P_t10.m3u8?d
传奇剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_1052_720P_t10/c54_fast_1052_720P_t10.m3u8?d
都市生活,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c56_fast_878_720P_t10/c56_fast_878_720P_t10.m3u8?d
都市剧场,http://b.402089.xyz:4022/udp/233.50.200.11:5140
欢笑剧场,http://b.402089.xyz:4022/udp/233.50.200.229:5140

少儿频道,#genre#
央视少儿,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226150/1.m3u8
央视少儿,http://b.402089.xyz:4022/udp/233.50.200.103:5140
央视少儿,http://go.bkpcp.top/mg/cctv14
央视少儿,http://t.061899.xyz/tl/tl.php?id=cctv14
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
卡酷少儿,https://zby.130519.xyz/PLTV/11/224/3221226019/index.m3u8
卡酷少儿,http://qjrhc.jydjd.top:2911/udp/224.1.100.112:11111
金鹰卡通,https://zby.130519.xyz/PLTV/11/224/3221226094/index.m3u8
金鹰卡通,http://qjrhc.jydjd.top:2911/udp/224.1.100.113:11111
嘉佳卡通,http://www.lizhinas.top:1009/rtp/239.252.219.92:5140
哈哈炫动,https://zby.130519.xyz/PLTV/11/224/3221226161/index.m3u8
哈哈炫动,https://zby.130519.xyz/PLTV/11/224/3221226175/index.m3u8
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221225764/index.m3u8
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221226138/index.m3u8
优漫卡通,http://tvtj1.jxwltx.com:8003/custom11.m3u8
优漫卡通,http://qjrhc.jydjd.top:2911/udp/224.1.100.119:11111
动漫秀场,http://b.402089.xyz:4022/udp/233.50.200.12:5140
少儿动画,http://www.lizhinas.top:1009/rtp/239.252.220.136:5140
GOOD卡通,https://dqhxk7sbp7xog.cloudfront.net/osmflivech45.m3u8

菜谱频道,#genre#
米饭8种神仙做法,https://vd2.bdstatic.com/mda-qcg131ixp7n2b6g4/720p_frame30/h264_cae_acd/1710637153135042962/mda-qcg131ixp7n2b6g4.mp4
米饭8道花式做法,https://vd3.bdstatic.com/mda-qcd0v5uhzddmt7tv/720p_frame30/h264_cae_acd/1710377548774148185/mda-qcd0v5uhzddmt7tv.mp4
早餐12种做法,https://vd2.bdstatic.com/mda-qhmchriravpm16hr/720p_frame30/h264_cae_acd/1724317969961142800/mda-qhmchriravpm16hr.mp4
早餐5种做法,https://vd3.bdstatic.com/mda-qir7wx8nj0ut8uup/720p/mv_cae264_backtrack_720p_normal/1729149657292208298/mda-qir7wx8nj0ut8uup.mp4
早餐10种做法,https://vd4.bdstatic.com/mda-qjh7csqx9bwei7py/sc/cae_h264/1729265801939805597/mda-qjh7csqx9bwei7py.mp4
征服胃口的10道小炒菜,https://vd3.bdstatic.com/mda-qk5dp2q1g86r6xa6/720p/mv_cae264_backtrack_720p_normal/1730886307368420865/mda-qk5dp2q1g86r6xa6.mp4
征服胃口的8道小炒菜,https://vd2.bdstatic.com/mda-qk47tz6kt8902q3j/720p/mv_cae264_backtrack_720p_normal/1730882863840036809/mda-qk47tz6kt8902q3j.mp4
特色家常10道菜,https://vd4.bdstatic.com/mda-qjde2q42rue8u30x/720p/mv_cae264_backtrack_720p_normal/1728901200489793099/mda-qjde2q42rue8u30x.mp4
经典家常10道菜,https://vd2.bdstatic.com/mda-qjf76vd3tmt6itdr/720p/mv_cae264_backtrack_720p_normal/1729116886152120996/mda-qjf76vd3tmt6itdr.mp4
招待贵客有面子10道菜,https://vd2.bdstatic.com/mda-qjamk3ww02swvtvg/540p/mv_cae264_backtrack_540p_normal/1728771745779332069/mda-qjamk3ww02swvtvg.mp4
10道特色美食,https://vd4.bdstatic.com/mda-qmfe62jv0kwan2dx/720p/mv_cae264_backtrack_720p_normal/1734344111633378494/mda-qmfe62jv0kwan2dx.mp4
10道花样美食,https://vd2.bdstatic.com/mda-qk8pmh5hqykz4iz5/720p/mv_cae264_backtrack_720p_normal/1731232285199870579/mda-qk8pmh5hqykz4iz5.mp4
10种鱼肉做法,https://vd2.bdstatic.com/mda-qjn7bbt6815rt1s3/720p/mv_cae264_backtrack_720p_normal/1729660528703116890/mda-qjn7bbt6815rt1s3.mp4
10种排骨做法,https://vd4.bdstatic.com/mda-pmfn65eymaf93yr8/720p_frame30/h264_cae_acd/1702742800698571456/mda-pmfn65eymaf93yr8.mp4
15道经典素菜1,https://vd2.bdstatic.com/mda-qmmf7ahg73eu3v8y/720p/mv_cae264_backtrack_720p_normal/1734905402677117865/mda-qmmf7ahg73eu3v8y.mp4
15道经典素菜2,https://vd2.bdstatic.com/mda-qdjg4ky2avn57njf/720p_frame30/h264_cae_acd/1713614482052348110/mda-qdjg4ky2avn57njf.mp4
东坡肘子,https://vd3.bdstatic.com/mda-jj4j1ftrb23g9bm0/sc/mda-jj4j1ftrb23g9bm0.mp4
炖红烧肉,https://vd3.bdstatic.com/mda-jmij2puznds3zjwj/sc/mda-jmij2puznds3zjwj.mp4
